nome;sku;descricao;quantidade;preco;categoria
LBEL COULEUR LUXE AMPLIFIER XP;13537-436;Excision of Hepatic Artery, Open Approach;26;5006.15;Adventure|Drama
MagneBind 400 Rx;68151-4243;Revision of Intraluminal Device in Ureter, External Approach;95;5883.83;Crime|Drama
Bethanechol Chloride;50111-323;Repair Stomach, Percutaneous Endoscopic Approach;94;7219.43;Drama|War
Bromocriptine mesylate;68151-1305;Bypass Jejunum to Cutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;55;1231.72;Documentary
Repaglinide;65862-672;Excision of Left Knee Joint, Percutaneous Endoscopic Approach, Diagnostic;51;7426.76;Documentary
HYDROCODONE BITARTRATE AND ACETAMINOPHEN;0406-0125;Occlusion of Left Vertebral Artery, Percutaneous Approach;79;9209.61;Comedy|Documentary
SENSAI CONCEALER (BRUSH TYPE);64159-6978;Replacement of Right Hand Subcutaneous Tissue and Fascia with Nonautologous Tissue Substitute, Percutaneous Approach;46;1283.24;Thriller
care one flu and severe cold and cough;41520-964;Bypass Coronary Artery, Three Arteries from Coronary Vein with Intraluminal Device, Percutaneous Approach;59;9268.18;Drama
nicotine;21130-352;Removal of Nonautologous Tissue Substitute from Right Metatarsal-Tarsal Joint, Percutaneous Approach;38;3078.14;Comedy|Sci-Fi
Multi-Symptom Cold Relief;11822-0529;Bypass Right Subclavian Artery to Left Pulmonary Artery with Nonautologous Tissue Substitute, Open Approach;3;2615.26;Action
DDF;37000-333;Destruction of Soft Palate, Percutaneous Approach;54;3995.72;Comedy|Crime|Romance
Ephedrine Sulfate;17478-823;Reattachment of Left Hand Tendon, Percutaneous Endoscopic Approach;29;5411.94;Action|Drama|Thriller
AZITHROMYCIN;21695-013;Replacement of Left Internal Iliac Artery with Autologous Tissue Substitute, Open Approach;73;7380.62;Crime|Documentary
Extra Strength Aspirin Free Pain Relief;21130-519;Removal of Bone Growth Stimulator from Nasal Bone, External Approach;29;5008.82;Crime|Horror|Mystery|Thriller
Fluocinolone Acetonide;0713-0324;Release Left Maxilla, Percutaneous Approach;46;8381.61;Action|Adventure|Sci-Fi
PANROSA Green Apple Scented Hand;50302-300;Obstetrics, Pregnancy, Reposition;50;723.36;Documentary
sunmark Povidone-Iodine Topical;49348-622;Inspection of Left Inner Ear, Open Approach;63;2693.47;Action|Adventure|Drama|Romance|War
Nitrofurantion Macrocrystals;52125-120;Introduction of Radioactive Substance into Central Vein, Open Approach;99;3561.69;Comedy
Amitriptyline Hydrochloride;50436-3075;Drainage of Left Cephalic Vein, Percutaneous Endoscopic Approach, Diagnostic;64;4194.81;Action|Crime|Drama|Thriller
Perrigo Seb Prev;45802-960;Revision of Autologous Tissue Substitute in Right Ulna, External Approach;32;4975.35;Adventure|Animation|Children|Fantasy
Olay Total Effects Feather Weight Moisturizer;37000-292;Bypass Left Kidney Pelvis to Bladder, Open Approach;32;4563.91;Action|Crime|Thriller
tussin dm;42507-578;Supplement Anus with Nonautologous Tissue Substitute, Open Approach;81;5854.67;Comedy|Drama
Perrigo Hydroquinone;45802-984;Excision of Left Inferior Parathyroid Gland, Open Approach;27;7886.33;Drama
R.E.M. Day SPF 30;57913-2834;Bypass Right Hepatic Duct to Stomach, Open Approach;88;4937.41;Horror|Thriller
Vaseline;64942-0034;Revision of Autologous Tissue Substitute in Left Ulna, External Approach;73;2333.22;Drama|War
fexofenadine hydrochloride;35356-749;Drainage of Left Upper Femur, Open Approach;27;9293.58;Action|Crime|Fantasy|Sci-Fi|Thriller
Ofloxacin Ophthalmic;60505-0560;Measurement of Venous Pulse, Central, Open Approach;71;2953.94;Drama|Romance
ERY-TAB;0179-1427;Drainage of Descending Colon with Drainage Device, Via Natural or Artificial Opening;2;9967.81;Comedy
Acute Viro Reliever;66579-0019;Supplement Accessory Pancreatic Duct with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;33;937.92;Documentary
GAVILAX;43386-312;Chiropractic Manipulation of Lower Extremities, Mechanically Assisted;87;8243.02;Drama
Cold and Cough;63868-065;Drainage of Left Elbow Bursa and Ligament with Drainage Device, Percutaneous Approach;72;770.18;Western
SyReflux;10424-145;Dilation of Coronary Artery, Three Arteries with Two Intraluminal Devices, Percutaneous Endoscopic Approach;54;4611.37;Comedy|Crime
H-Jock Itch Formula;61077-088;Restriction of Left Thyroid Artery with Extraluminal Device, Open Approach;90;5673.36;Drama
Hackberry;36987-3355;Supplement Right Brachial Vein with Autologous Tissue Substitute, Percutaneous Approach;76;6710.98;Drama
Prevantics Swab;10819-1080;Monitoring of Respiratory Flow, Via Natural or Artificial Opening;86;3111.74;Action|Adventure|Drama|Romance
Analgesic;32472-102;Dilation of Right Femoral Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach;43;94.24;Action|Thriller
Azithromycin;63187-093;Reposition Right Ankle Joint, Open Approach;13;6699.02;Documentary
COTTON FIBER;0268-6303;Excision of Soft Palate, External Approach, Diagnostic;94;6955.13;Documentary
Anti-Bacterial Hand Spray;62670-3756;High Dose Rate (HDR) Brachytherapy of Tongue using Iridium 192 (Ir-192);42;8763.06;Horror|Romance|Thriller
HUMATROPE;0002-8149;Revision of Intraluminal Device in Kidney, External Approach;35;2718.9;Comedy|Drama
Painful Urination;64117-177;Repair Left External Auditory Canal, Percutaneous Approach;84;7555.18;Crime|Drama
fenofibrate;45802-132;Supplement Left Shoulder Bursa and Ligament with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;18;4274.82;Crime|Thriller
ceftriaxone;25021-105;Dilation of Right Basilic Vein with Intraluminal Device, Percutaneous Approach;72;1822.17;Comedy|Crime|Musical
Tamsulosin Hydrochloride;68084-299;Excision of Brachial Plexus, Open Approach;28;61.62;Crime|Film-Noir|Mystery|Thriller
Doxycycline Hyclate;11819-311;Drainage of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach;12;6003.29;
RIBASPHERE;66435-104;Repair Left Axillary Artery, Percutaneous Approach;98;5590.94;Comedy
Methocarbamol;0615-7573;Insertion of Infusion Device into Ureter, Percutaneous Approach;6;894.22;Drama|Romance
Neutrogena MoistureShine SPF20;10812-335;Destruction of Left External Ear, External Approach;85;2615.6;Crime|Drama|Mystery|Thriller
Sodium Chloride;0409-4888;Dilation of Superior Mesenteric Artery, Percutaneous Approach;37;2706.85;Comedy
Citalopram;49349-731;Insertion of Intraluminal Device into Right Posterior Tibial Artery, Percutaneous Endoscopic Approach;51;8542.06;Drama|Thriller
Purminerals 4-in-1 14-Hour Wear Foundation Broad Spectrum SPF 15 (GOLDEN MEDIUM);67345-0007;Orofacial Myofunctional Assessment using Audiovisual Equipment;86;748.03;Drama
Allergy Relief;37808-085;Tomographic (Tomo) Nuclear Medicine Imaging of Left Lower Extremity using Other Radionuclide;90;8322.61;Animation|Children
Ketoprofen;0093-3193;Resection of Nasopharynx, Open Approach;23;4114.89;Crime|Drama|Thriller
Mucus Relief;33992-0107;Supplement Right Hip Joint with Synthetic Substitute, Open Approach;17;5713.97;Drama|Romance
INLYTA;0069-0151;Fusion of 8 or more Thoracic Vertebral Joints, Anterior Approach, Anterior Column, Percutaneous Endoscopic Approach;75;9084.19;Crime|Drama|Film-Noir|Thriller
Lorcet;55154-7301;Release Facial Muscle, Open Approach;46;9052.97;Drama|Romance
WATERMELON FROST SORE THROAT;62785-001;Drainage of Glossopharyngeal Nerve, Open Approach, Diagnostic;72;2212.7;Drama
MESNEX;67108-3565;Dilation of Coronary Artery, Two Arteries with Radioactive Intraluminal Device, Percutaneous Approach;20;447.72;Crime|Thriller
Acyclovir;55289-629;Removal of Intraluminal Device from Right Ear, Via Natural or Artificial Opening Endoscopic;1;1680.79;Drama|Romance|Thriller
Naproxen Sodium;50268-593;Extirpation of Matter from Right Lacrimal Duct, Open Approach;2;8894.39;Adventure|Children|Fantasy|Musical
INSTANT Hand Sanitizer Extra Enriched With Vitamin E Lemon Fresh Scent;33992-1062;Replacement of Right Colic Artery with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;9;8308.78;Drama
Bald Cypress;36987-2621;Excision of Right Foot Tendon, Percutaneous Approach;31;3871.83;(no genres listed)
Fenofibrate;61269-210;Replacement of Left Ulnar Artery with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;77;1468.4;Thriller
LONDON Hand Sanitizer Vanilla Scent;60675-003;Dilation of Left Thyroid Artery, Percutaneous Approach;46;2284.6;Action|Thriller
flormar REBORN FOUNDATION SUNSCREEN BROAD SPECTRUM SPF 20 SF13 Nude Ivory;61722-204;Removal of Extraluminal Device from Fallopian Tube, Percutaneous Approach;70;4701.49;Drama|Sci-Fi
Ativan;64455-065;Bypass Right Hand Vein to Upper Vein with Autologous Tissue Substitute, Open Approach;80;4976.71;Horror|Thriller
VFEND;55154-2725;Insertion of Artificial Sphincter into Bladder Neck, Via Natural or Artificial Opening Endoscopic;52;1085.72;Crime|Drama|Thriller
Cultivated Rye;36987-2372;Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach;65;4784.0;Drama|Romance
Treatment Set TS349291;49288-0911;Excision of Bilateral Epididymis, Open Approach, Diagnostic;27;9065.21;Drama
Gabapentin;58118-0223;Plaque Radiation of Sinuses;20;1716.0;Adventure|Drama|Romance
A-D-D;61657-0015;Replacement of Right Cephalic Vein with Synthetic Substitute, Open Approach;41;7773.91;Drama
PureLife APF;68987-024;Revision of Intraluminal Device in Right Ear, Via Natural or Artificial Opening Endoscopic;72;9781.13;Comedy|Drama
Fluconazole;49349-199;Removal of Other Device from Female Perineum, Percutaneous Approach;43;8806.36;Adventure|Children|Drama
LEVOPHED;0409-3375;Occlusion of Right Internal Mammary Artery with Intraluminal Device, Open Approach;77;1079.8;Comedy|Crime
Bromday;24208-099;High Dose Rate (HDR) Brachytherapy of Pituitary Gland using Cesium 137 (Cs-137);6;2506.71;Comedy|Crime
LEADER ORIGINAL FORMULA;37205-139;Insertion of Internal Fixation Device into Thoracic Vertebral Joint, Open Approach;47;4882.52;Action|Crime|Mystery|Thriller
Risperidone;55111-202;Bypass Coronary Artery, Two Arteries from Abdominal Artery with Synthetic Substitute, Percutaneous Endoscopic Approach;53;7871.7;Action|War
Cold Spot;65121-001;Reposition Left Lacrimal Gland, Open Approach;33;6840.29;Action|Drama|Romance
Nadolol;42254-218;Dilation of Left Anterior Tibial Artery, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach;100;1218.68;Drama
SELENIUM SULFIDE;54569-1139;Repair Trachea, Percutaneous Endoscopic Approach;23;5046.58;Comedy
Neova DNA Damage Control - Everyday;62362-159;Drainage of Gastric Artery with Drainage Device, Percutaneous Approach;74;302.98;Action|Crime|Thriller
Baby Teething;54973-3127;Removal of Spacer from Right Carpal Joint, Percutaneous Endoscopic Approach;30;1360.61;Western
Verapamil Hydrochloride;0378-6203;Fusion of Lumbar Vertebral Joint with Synthetic Substitute, Posterior Approach, Anterior Column, Open Approach;17;6147.71;Comedy|Romance
CEFTRIAXONE;68180-611;Removal of Other Device from Abdominal Wall, External Approach;29;8738.8;Documentary
Sports For Trauma;53499-5492;Occlusion of Left Basilic Vein with Intraluminal Device, Open Approach;8;7904.55;Drama
Voraxaze;50633-210;Destruction of Right Brachial Artery, Percutaneous Approach;1;620.82;Comedy|Romance
Amitriptyline Hydrochloride;64725-1487;Supplement Thoracic Aorta, Descending with Zooplastic Tissue, Percutaneous Approach;81;3845.53;Children|Comedy|Romance|Sci-Fi
Depo-Medrol;0009-3475;Fluoroscopy of Upper Extremity;3;5209.02;Horror|Sci-Fi
Cafe au lait Always Stay-on Makeup Broad Spectrum SPF 15;68828-168;Extirpation of Matter from Right Pulmonary Artery, Open Approach;67;2832.25;Action|Comedy
TEMAZEPAM;61919-438;Release Transverse Colon, Percutaneous Endoscopic Approach;13;6903.78;Action|Comedy|Thriller|Western
Treatment Set TS340153;49288-0808;Revision of Infusion Device in Penis, External Approach;1;5669.25;Drama
COCONUT;54575-378;Drainage of Right Elbow Bursa and Ligament, Open Approach, Diagnostic;93;9033.76;Drama|Horror|Mystery|Thriller|War
Desoximetasone;68462-531;Plaque Radiation of Brain Stem;16;6663.5;Action|Comedy
Proactiv Revitalizing Toner Combination Therapy Acne Treatment;11410-019;Inspection of Female Perineum, Percutaneous Endoscopic Approach;4;9731.5;
Azor;65597-113;Drainage of Left Thorax Tendon, Percutaneous Approach;49;357.52;Drama
Benicar;35356-216;Replacement of Superior Mesenteric Artery with Autologous Tissue Substitute, Open Approach;10;4899.37;Documentary
Pain Relief PM;41163-229;Computerized Tomography (CT Scan) of Colon using Low Osmolar Contrast, Unenhanced and Enhanced;48;155.63;Adventure|Comedy|Mystery|Western
GOWOONSESANG PERFECT PORE COVER BB;51621-044;Planar Nuclear Medicine Imaging of Kidneys, Ureters and Bladder using Technetium 99m (Tc-99m);22;704.7;Animation|Children|Musical
ibuprofen;59779-647;Range of Motion and Joint Mobility Treatment of Neurological System - Head and Neck using Prosthesis;55;2703.47;Drama
Treatment Set TS329123;49288-0688;Bypass Right Basilic Vein to Upper Vein with Nonautologous Tissue Substitute, Open Approach;54;6586.17;Drama|Horror|Thriller
Heparin Sodium in Dextrose;0338-0552;Revision of Internal Fixation Device in Left Radius, Percutaneous Endoscopic Approach;48;6484.35;Western
Mirtazapine;59762-1412;Extirpation of Matter from Right Hand Artery, Bifurcation, Percutaneous Endoscopic Approach;81;4592.3;Drama
Acetaminophen,Dextromethorphan,Phenylephrine;58805-002;Repair Left Ring Finger, Open Approach;97;5505.51;Comedy|Drama|Romance
ARNICA MONTANA;10191-1245;Bypass Bilateral Ureters to Colocutaneous with Nonautologous Tissue Substitute, Open Approach;62;1477.16;Comedy|War
LORAZEPAM;42549-558;Resection of Left Large Intestine, Via Natural or Artificial Opening;97;2702.81;Documentary
Glycopyrrolate;0722-7097;Release Left Submaxillary Gland, Open Approach;81;6601.47;Adventure|Animation|Children|Comedy|Crime
Ranitidine;35356-670;Dilation of Splenic Artery with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach;88;9272.29;Comedy|Drama
Kogenate FS;0026-3793;Therapeutic Exercise Treatment of Integumentary System - Upper Back / Upper Extremity using Prosthesis;63;5544.39;Drama|Fantasy|Romance
Triamterene and Hydrochlorothiazide;54569-2545;Bypass Left Kidney Pelvis to Ileocutaneous with Nonautologous Tissue Substitute, Percutaneous Endoscopic Approach;92;3910.03;Drama
Ciprofloxacin;0143-9927;Insertion of Defibrillator Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach;14;9430.36;Comedy|Drama
Tiger Balm White;66761-309;Introduction of Anti-inflammatory into Ear, Via Natural or Artificial Opening;2;7810.29;Drama|Western
Norco;52544-161;Removal of Nonautologous Tissue Substitute from Abdominal Wall, Percutaneous Approach;1;717.87;Documentary
Fragmin;62856-250;Excision of Ampulla of Vater, Via Natural or Artificial Opening, Diagnostic;40;7908.63;Comedy
SHISEIDO WHITE LUCENT BRIGHTENING SPOT-CONTROL FOUNDATION (REFILL);52686-257;Division of Left Carpal, Open Approach;19;9285.02;Documentary|Musical
Pentoxifylline;53808-0757;Extirpation of Matter from Nasal Bone, Open Approach;31;4649.22;Drama
Stay Alert Aid;11822-0226;Bypass Left Fallopian Tube to Uterus with Autologous Tissue Substitute, Open Approach;26;7965.74;Fantasy|Horror|Mystery
Peptic Relief;15127-550;Transfer Glossopharyngeal Nerve to Abducens Nerve, Open Approach;12;7263.82;Drama|Horror|Romance|Thriller
Panatuss PED;11026-2785;Insertion of Infusion Device into Right Upper Extremity, Open Approach;59;1086.8;Crime|Fantasy|Horror
ESIKA;13537-346;Restriction of Large Intestine with Intraluminal Device, Percutaneous Approach;55;685.33;Documentary
Venlafaxine;53808-0937;Detachment at Right Thumb, Low, Open Approach;21;4864.88;Drama|Fantasy|Sci-Fi
Pramipexole Dihydrochloride;60951-935;Extirpation of Matter from Left Axillary Lymphatic, Open Approach;1;4737.44;Drama|Horror|Mystery|Thriller
DARANIDE;51672-4144;Repair Right Scapula, Percutaneous Endoscopic Approach;32;5433.39;Comedy|Romance
Aspergillus niger;36987-1889;Drainage of Left Face Vein, Percutaneous Approach;31;1956.87;Comedy|Documentary|Drama
Terrasil Balanitis Relief;24909-119;Replacement of Left Pulmonary Artery with Zooplastic Tissue, Open Approach;4;5066.41;Thriller
Equate Pain Relieving;49035-049;Excision of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach;54;2586.3;Action|Adventure|Drama|Thriller|Western
ERYTHROMYCIN ETHYLSUCCINATE AND SULFISOXAZOLE ACETYL;54868-0971;Repair Lumbosacral Disc, External Approach;66;6851.15;Comedy|Drama|Romance
Lobelia Quercus;48951-6045;Supplement Right Face Vein with Autologous Tissue Substitute, Percutaneous Approach;37;6028.45;Comedy|Drama
Orphenadrine Citrate;0185-0022;Revision of Nonautologous Tissue Substitute in Upper Tendon, Percutaneous Approach;42;9033.66;Drama
Short Ragweed;49643-315;Drainage of Left Acromioclavicular Joint with Drainage Device, Percutaneous Endoscopic Approach;38;8022.0;Animation|Children
TREXIMET;21695-954;Destruction of Left Parotid Duct, Percutaneous Approach;55;2142.19;Drama
Verapamil Hydrochloride;54868-5984;Removal of Drainage Device from Cervical Vertebral Disc, Open Approach;73;2596.22;Comedy|Drama
Cyclobenzaprine Hydrochloride;58118-0541;Removal of Nonautologous Tissue Substitute from Stomach, Open Approach;27;1039.27;War
Neutrogena Wet Skin Swim-Humidity-Sweat Sunblock;10812-967;Release Tibial Nerve, Open Approach;64;3395.3;Action|Adventure
Dr. Eslee Physical Sunscreen;76340-1201;Beam Radiation of Pelvic Bones using Neutrons;100;6198.11;Comedy|Drama|Romance
Spring Grove Unscented Hand Sanitizer;61827-056;Supplement Right Wrist Bursa and Ligament with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;11;7166.06;Crime|Drama|Mystery|Thriller
IASO FOR MEN WHITE EX AFTER SHAVE SUPREME;75847-1701;Replacement of Right Acetabulum with Synthetic Substitute, Percutaneous Endoscopic Approach;14;1563.73;Documentary
Naproxen;31722-342;Occlusion of Left Radial Artery, Percutaneous Approach;100;582.95;Action|Crime|Thriller
HELIOX;10006-009;Revision of Drainage Device in Pleura, Via Natural or Artificial Opening;42;9942.34;Comedy|Romance
TOFRANIL;0406-9920;Supplement Perineum Bursa and Ligament with Synthetic Substitute, Percutaneous Endoscopic Approach;3;2838.99;Documentary
TIMOLOL MALEATE;52125-482;Revision of Internal Fixation Device in Right Fibula, Percutaneous Approach;22;1862.22;Drama|Romance
Dr MINERAL Nasal Spray;50499-100;Supplement Right Lower Arm and Wrist Tendon with Synthetic Substitute, Percutaneous Endoscopic Approach;64;3198.03;
Famciclovir;0378-4491;Removal of Autologous Tissue Substitute from Upper Back, Percutaneous Endoscopic Approach;6;6409.62;Comedy
Nadolol;0378-1132;Excision of Left Tarsal Joint, Percutaneous Endoscopic Approach;81;1371.51;Documentary
Sunmark Adult Tussin;49348-421;High Dose Rate (HDR) Brachytherapy of Cervix using Iodine 125 (I-125);64;5173.68;Animation|Horror
Amoxicillan;51655-159;Tomographic (Tomo) Nuclear Medicine Imaging of Pelvic Region using Iodine 123 (I-123);13;6033.71;Action|Crime|Drama
Professional Weight Support;43742-0102;Revision of Nonautologous Tissue Substitute in Left Auditory Ossicle, Via Natural or Artificial Opening Endoscopic;21;4380.97;Romance|Sci-Fi|Thriller
smart sense miconazole 1;49738-737;Release Brachial Plexus, Percutaneous Approach;77;3600.23;Comedy
All Day Allergy Relief;55910-220;Tomographic (Tomo) Nuclear Medicine Imaging of Right Breast using Technetium 99m (Tc-99m);80;8138.42;Comedy
Lithium Carbonate;51079-142;Removal of Neurostimulator Lead from Left Innominate Vein, External Approach;10;4274.16;Drama
Levothyroxine sodium;0781-5191;Destruction of Left Hand Muscle, Open Approach;9;8681.82;Drama
Coppertone Tanning Dry Oil;11523-7216;Revision of Internal Fixation Device in Right Glenoid Cavity, Percutaneous Endoscopic Approach;66;4191.7;Drama
Epidermophyton;49288-0194;Removal of Drainage Device from Penis, Percutaneous Approach;24;2509.4;Drama|Thriller
Carvedilol;50436-2608;Reposition Sacrum with Internal Fixation Device, Open Approach;61;8373.59;Documentary
ALTERNARIA TENUIS;0268-0813;Destruction of Right Sphenoid Sinus, Percutaneous Approach;91;420.81;Comedy|Crime|Mystery
Ramipril;54868-5842;Upper Arteries, Insertion;38;3291.19;Documentary
Growth Hormone;62835-689;Reposition Right External Jugular Vein, Open Approach;79;4925.54;Action|Adventure|Drama|Sci-Fi
BareMinerals Golden Medium matte;98132-134;Revision of Infusion Device in Left Knee Joint, External Approach;59;2565.2;Horror
topiramate;0832-0708;Drainage of Right Kidney, Open Approach;4;1399.53;Drama|Horror
Trazodone Hydrochloride;0603-6161;Supplement Right Zygomatic Bone with Synthetic Substitute, Percutaneous Endoscopic Approach;78;5927.36;Horror
Azithromycin Dihydrate;68788-9529;Replacement of Right Face Vein with Synthetic Substitute, Percutaneous Endoscopic Approach;38;6340.7;Documentary
Eye Wash;13985-013;Replacement of Upper Lip with Autologous Tissue Substitute, Open Approach;61;2096.41;Comedy|Musical
levetiracetam;68180-116;Dilation of Left Common Iliac Artery with Intraluminal Device, Percutaneous Endoscopic Approach;78;1644.25;Action|Drama
Horse Fly;36987-1808;Repair Right Testis, Percutaneous Endoscopic Approach;68;8171.84;Action|Adventure|War
Hemorrhoids;55714-2220;Removal of Infusion Device from Ovary, Percutaneous Approach;62;7747.3;Action|Adventure
Lisinopril;49349-391;Removal of Autologous Tissue Substitute from Peritoneum, Percutaneous Endoscopic Approach;95;791.33;Documentary|IMAX
FRESH JUICE E;76214-025;Fluoroscopy of Right Hand;65;111.29;Comedy|Drama|Romance
All Day Allergy;41268-458;Dilation of Left Subclavian Artery with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach;38;5852.67;Drama|Thriller
Spongatos;68428-001;Bypass Left Ventricle to Left Pulmonary Artery, Open Approach;77;826.43;Drama|Mystery|Romance
Smart Sense naproxen sodium;49738-490;Extraction of Head and Neck Bursa and Ligament, Percutaneous Endoscopic Approach;66;5560.82;Action|Animation|Sci-Fi
Antacid;55312-485;Replacement of Left Lacrimal Duct with Synthetic Substitute, Via Natural or Artificial Opening Endoscopic;62;7439.06;
lisinopril;50436-7988;Alteration of Right Knee Region with Synthetic Substitute, Percutaneous Endoscopic Approach;97;6011.04;Action|Crime|Drama
No7 Lift and Luminate Foundation Sunscreen Broad Spectrum SPF 15 Hazelnut;61589-6013;Repair Left Radius, Percutaneous Approach;8;2.82;Drama|Thriller
CareOne Acid Reducer;41520-950;Revision of Infusion Device in Genitourinary Tract, Percutaneous Approach;44;137.81;Drama|Romance
Fluphenazine Hydrochloride;53808-0247;Supplement Nasopharynx with Synthetic Substitute, Open Approach;22;4994.6;Action|Adventure|Fantasy
Leader Aller Ease;49781-034;Supplement Left Foot with Nonautologous Tissue Substitute, Open Approach;29;1894.43;Documentary
Cuprum aceticum Zincum valerianicum;48951-3143;Drainage of Facial Nerve with Drainage Device, Open Approach;14;2118.35;Comedy
EXTENDED PHENYTOIN SODIUM;55648-720;Restriction of Lower Esophagus with Intraluminal Device, Percutaneous Approach;26;3111.99;
Maximum Strength Flu HBP;55910-461;Dilation of Splenic Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach;76;5837.15;Comedy|Drama|Musical|Romance
Clean Choice Foodservice Antibacterial;11084-255;Division of Right Thorax Bursa and Ligament, Open Approach;84;9657.77;Comedy|Drama
GABAPENTIN;25000-104;Dilation of Right Eustachian Tube, Open Approach;89;6477.56;Thriller
Oxybutynin Chloride;60432-092;Drainage of Lumbar Nerve, Percutaneous Endoscopic Approach, Diagnostic;17;2100.37;Adventure|Animation|Children
Divalproex Sodium;0603-3443;Removal of Drainage Device from Uterus and Cervix, Via Natural or Artificial Opening;53;9341.18;Documentary
Ranitidine;59779-356;Removal of Splint on Left Upper Leg;48;6495.25;Comedy|War
Perfecting Liquid Foundation Alabaster;42508-153;Bypass Portal Vein to Left Renal Vein with Autologous Tissue Substitute, Percutaneous Endoscopic Approach;46;1291.31;Children|Comedy
Sulfur 30 Special Order;48951-8248;Fluoroscopy of Left Wrist using Other Contrast;6;9884.19;Comedy|Crime
Garnier Skin Naturals;49967-671;Replacement of Left Breast with Synthetic Substitute, Open Approach;19;973.72;Horror|Sci-Fi|Thriller
Childrens Mucinex;63824-285;Drainage of Right Lower Lung Lobe with Drainage Device, Open Approach;64;3789.09;Children|Fantasy|Musical
HAMSOA YUYU PURE MILD WASH;50964-020;Reposition of Cervical Vertebra using Magnetically Controlled Growth Rod(s), Percutaneous Endoscopic Approach, New Technology Group 2;94;8499.08;Action|Drama|Romance
Oral Assist;68703-090;Bypass Right Axillary Artery to Right Upper Arm Artery with Synthetic Substitute, Open Approach;34;6292.27;Western
Cephalexin;66116-400;Replacement of Right Anterior Tibial Artery with Nonautologous Tissue Substitute, Open Approach;10;4564.73;Drama|War
Allopurinol;51079-205;Reposition Right Mandible with External Fixation Device, Percutaneous Approach;13;2335.84;Drama|Western
Warfarin Sodium;31722-334;Introduction of Other Diagnostic Substance into Nose, External Approach;84;2314.04;Action|Adventure|Drama|War
health mart ibuprofen;62011-0011;Removal of Infusion Device from Peritoneal Cavity, Percutaneous Endoscopic Approach;80;3074.52;Action|Drama
SULFACETAMIDE SODIUM;68387-491;Removal of Drainage Device from Left Extraocular Muscle, Open Approach;85;4764.86;Action|Thriller
SHISEIDO SHEER AND PERFECT FOUNDATION;58411-105;Drainage of Left Ulnar Artery with Drainage Device, Percutaneous Endoscopic Approach;63;3828.99;Drama|Mystery
Venlafaxine Hydrochloride;65862-528;Dilation of Right Subclavian Artery with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach;87;158.87;Crime
Sotalol Hydrochloride;68151-2702;Bypass Left Femoral Artery to Bilateral Femoral Arteries with Synthetic Substitute, Open Approach;1;1613.1;Drama|Romance
Sure Invisible Solid Regular;41595-5510;Supplement Transverse Colon with Autologous Tissue Substitute, Via Natural or Artificial Opening;58;2860.99;Action|Animation|Sci-Fi
Hydrogen Peroxide;41190-871;Bypass Cecum to Rectum with Autologous Tissue Substitute, Open Approach;75;15.78;Comedy|Fantasy
Hydromorphone Hydrochloride;35356-815;Removal of Drainage Device from Hepatobiliary Duct, External Approach;57;5960.77;Drama
HurriCaine;0283-0679;Dilation of Left Popliteal Artery, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach;90;2250.05;Documentary
Coppertone oil free;11523-7329;Revision of Infusion Device in Thymus, Percutaneous Endoscopic Approach;16;7192.17;Documentary
Etodolac;54868-1978;Supplement Right Auditory Ossicle with Synthetic Substitute, Open Approach;13;4234.02;Action|Crime|Drama|Romance|Thriller
tizanidine;60505-0251;Drainage of Right Ethmoid Sinus with Drainage Device, Open Approach;75;4293.95;Drama
CLARINS BROAD SPECTRUM SPF 50 Plus - SUNSCREEN FOR FACE WRINKLE CONTROL;58668-4031;Fusion of Right Tarsal Joint, Percutaneous Endoscopic Approach;34;1270.79;Adventure|Drama|IMAX
Reef Safe SPF 40;52854-400;Drainage of Right Knee Region, Percutaneous Approach;55;3464.33;Action|Adventure|Thriller
kirkland signature minoxidil;63981-798;Change Intermittent Pressure Device on Right Finger;18;196.08;Comedy
Lorazepam;63739-156;Extirpation of Matter from Right Ventricle, Percutaneous Endoscopic Approach;87;7467.02;Comedy
Fosinopril Sodium;54868-5064;Revision of Extraluminal Device in Kidney, Via Natural or Artificial Opening;75;39.1;Comedy
TRIAMCINOLONE ACETONIDE;16590-234;Drainage of Cerebral Hemisphere, Percutaneous Approach;11;2220.4;Crime|Drama
